"gameid","opposingteamgoalieoniceid","opposingteamid","playerid","teamgoalieoniceid","teamid","teaminpossession","currentpossession","xg_allattempts","compiledgametime","eventname","ishomegame","manpowersituation","opposingteamskatersonicecount","outcome","period","playerprimaryposition","scoredifferential","teamskatersonicecount","type","xadjcoord","yadjcoord","possession_id","has_shot","pass_count","time_since_possession","passes_between_shots","time_since_shot"
63973,593947,825,320957,882520,503,503,466,0.003943890582035,3235.6,"shot",0,"evenStrength",5,"failed",3,"D",0,5,"outsideblocked",38.0177001953125,-11.981258392334,3327,TRUE,11,44.3665999999998,6,21.2332999999999
63973,593947,825,405337,882520,503,503,472,0.002871722744028,3293.5334,"shot",0,"evenStrength",5,"failed",3,"D",0,5,"outsideblocked",44.5638275146484,22.8823547363281,3329,TRUE,5,34.1000999999997,5,34.1000999999997
63973,882520,503,755336,593947,825,825,480,0.003664298903005,3349.7334,"shot",1,"shortHanded",5,"successful",3,"D",0,4,"outside",-92.9169158935547,23.3823413848877,3332,TRUE,1,2.63340000000017,1,2.63340000000017
63973,593947,825,888156,882520,503,503,490,0.003452887216233,3459.3,"shot",0,"evenStrength",5,"failed",3,"F",0,5,"outsideblocked",69.7108917236328,38.9764709472656,3341,TRUE,3,14.4000000000001,3,14.4000000000001
63973,882520,503,364135,593947,825,825,496,0.068506784011728,3500.3,"shot",1,"evenStrength",5,"successful",3,"D",0,5,"outside",57.5332260131836,28.4176464080811,3344,TRUE,10,27.4333000000001,10,27.4333000000001
63973,882520,503,458311,593947,825,825,498,0.053142346862386,3532.7666,"shot",1,"evenStrength",5,"successful",3,"D",0,5,"outside",55.4507369995117,37.4646949768066,3344,TRUE,16,59.8998999999999,6,32.4665999999997
63973,882520,503,561317,593947,825,825,499,0.059572294425624,3535,"shot",1,"evenStrength",5,"successful",3,"F",0,5,"slot",84.1183853149414,8.29410552978516,3344,TRUE,16,62.1333,0,2.23340000000007
63973,882520,503,290184,593947,825,825,500,0.002507771998072,3551.0667,"shot",1,"evenStrength",5,"failed",3,"D",0,5,"outside",30.3744049072266,-25.3970565795898,3344,TRUE,18,78.1999999999998,2,16.0666999999999
63973,882520,503,871804,593947,825,825,515,0.098563724088592,3685.8333,"shot",1,"evenStrength",3,"successful",4,"F",0,3,"slot",64.249267578125,-5.27645874023438,3352,TRUE,2,20.1999999999998,2,20.1999999999998
63973,882520,503,364135,593947,825,825,516,0.002917666470269,3705.4666,"shot",1,"evenStrength",3,"failed",4,"D",0,3,"outsideblocked",38.5992584228516,3.77648162841797,3352,TRUE,5,39.8333000000002,3,19.6333000000004
63973,593947,825,917605,882520,503,503,517,0.169238046705674,3792.6667,"shot",0,"evenStrength",3,"successful",4,"D",0,3,"slot",67.5920486450195,-11.8176460266113,3353,TRUE,12,85.7334000000001,12,85.7334000000001
63973,882520,503,561317,593947,825,825,518,0.046722981051575,3835.1,"shot",1,"evenStrength",3,"successful",4,"F",0,3,"slot",65.2551422119141,10.3147163391113,3354,TRUE,10,37.1333999999997,10,37.1333999999997
63973,882520,503,693747,593947,825,825,520,0.044095039283654,3879.7334,"shot",1,"evenStrength",3,"failed",4,"F",0,3,"slot",71.72265625,14.3323516845703,3356,TRUE,2,9.53340000000026,2,9.53340000000026
63973,593947,825,845179,882520,503,503,522,0.153217517129898,3889.5,"shot",0,"evenStrength",3,"failed",4,"D",0,3,"slot",73.1244049072266,0.252941131591797,3357,TRUE,1,1.13329999999996,1,1.13329999999996
88417,464287,726,476316,437682,869,869,1,0.350193572201956,8.333333,"shot",1,"evenStrength",5,"successful",1,"F",0,5,"slot",83.686164855957,-7.29117584228516,3363,TRUE,4,8.299999665,4,8.299999665
88417,437682,869,856671,464287,726,726,3,0.024993143826799,21.733334,"shot",0,"evenStrength",5,"successful",1,"D",-1,5,"outside",32.9900817871094,-33.9500007629395,3364,TRUE,3,12.466668,3,12.466668
88417,464287,726,776078,437682,869,869,6,0.046663121340391,52.733334,"shot",1,"evenStrength",5,"successful",1,"F",1,5,"outside",85.7040405273438,7.79705810546875,3365,TRUE,8,29.133334,8,29.133334
88417,464287,726,654147,437682,869,869,8,0.002014564079068,86.53333,"shot",1,"evenStrength",5,"failed",1,"D",1,5,"outsideblocked",36.4096984863281,-32.9411773681641,3367,TRUE,8,22.13333,8,22.13333
88417,437682,869,771887,464287,726,726,12,0.023637770556367,108.4,"shot",0,"shortHanded",5,"successful",1,"F",-1,4,"slot",60.6579437255859,18.8588218688965,3370,TRUE,0,3.2,0,3.2
88417,464287,726,941262,437682,869,869,13,0.016801033873801,122,"shot",1,"powerPlay",4,"successful",1,"F",1,5,"outside",45.9655799865723,-3.26764678955078,3371,TRUE,4,12.1,4,12.1
88417,464287,726,535114,437682,869,869,25,0.012554688595632,189.83333,"shot",1,"powerPlay",4,"successful",1,"D",1,5,"outside",48.4863929748535,15.3411769866943,3377,TRUE,5,9.53332999999998,5,9.53332999999998
88417,464287,726,548693,437682,869,869,30,0.002089435138318,235.96666,"shot",1,"evenStrength",5,"successful",1,"D",1,5,"outside",39.4334526062012,16.8500003814697,3379,TRUE,7,41.76666,7,41.76666
88417,464287,726,91205,437682,869,869,31,0.01975959466278,241.96666,"shot",1,"evenStrength",5,"failed",1,"F",1,5,"outside",51.497932434082,5.28235244750977,3379,TRUE,9,47.76666,2,6
88417,464287,726,279026,437682,869,869,39,0.216793260046359,292.13333,"shot",1,"evenStrength",5,"successful",1,"F",1,5,"slot",74.6332244873047,0.755882263183594,3385,TRUE,1,6.73333000000002,1,6.73333000000002
88417,437682,869,274549,464287,726,726,49,0.002187996093498,346.43332,"shot",0,"evenStrength",5,"successful",1,"D",-1,5,"outside",39.5283050537109,-38.4764709472656,3392,TRUE,1,7.43331999999998,1,7.43331999999998
88417,464287,726,742001,437682,869,869,52,0.010291184537189,357.3,"shot",1,"evenStrength",5,"successful",1,"F",1,5,"slot",54.5155792236328,-17.8529396057129,3393,TRUE,2,7.40000000000003,2,7.40000000000003
88417,437682,869,856671,464287,726,726,57,0.003597363258347,424.2,"shot",0,"shortHanded",5,"failed",1,"D",-1,4,"outsideblocked",52.1079559326172,-37.9735298156738,3396,TRUE,0,26.06667,0,26.06667
88417,437682,869,136318,464287,726,726,63,0.009521339517367,491.23334,"shot",0,"shortHanded",5,"failed",1,"F",-1,4,"outside",83.2841949462891,-24.3382339477539,3402,TRUE,0,3.60001,0,3.60001
88417,464287,726,776078,437682,869,869,64,0.227667340477182,498.76666,"shot",1,"powerPlay",4,"successful",1,"F",1,5,"slot",63.0655784606934,5.28235244750977,3403,TRUE,2,4.63333,2,4.63333
88417,464287,726,445679,437682,869,869,74,0.003697051392892,591.73334,"shot",1,"evenStrength",5,"successful",1,"D",2,5,"outside",48.4863929748535,20.3705883026123,3407,TRUE,5,16.59998,5,16.59998
88417,437682,869,771887,464287,726,726,75,0.003777925837728,603.8,"shot",0,"evenStrength",5,"successful",1,"F",-2,5,"outside",45.5697174072266,27.9117660522461,3408,TRUE,3,8.7666999999999,3,8.7666999999999
88417,437682,869,825511,464287,726,726,89,0.014215972622248,676.36664,"shot",0,"evenStrength",5,"successful",1,"F",-2,5,"outside",87.3077239990234,-25.9029407501221,3416,TRUE,1,2.89994000000002,1,2.89994000000002
88417,464287,726,776078,437682,869,869,114,0.008552782251613,810.6,"shot",1,"evenStrength",5,"successful",1,"F",2,5,"outside",50.9949913024902,0.252941131591797,3433,TRUE,0,0.533350000000041,0,0.533350000000041
88417,464287,726,654147,437682,869,869,120,0.002531419518129,832.76666,"shot",1,"evenStrength",5,"failed",1,"D",2,5,"outsideblocked",31.3802871704102,-33.9470596313477,3437,TRUE,4,8.86666000000002,4,8.86666000000002
88417,437682,869,945229,464287,726,726,123,0.005019446777655,852.8,"shot",0,"evenStrength",5,"failed",1,"F",-2,5,"outsideblocked",47.0724334716797,2.82059097290039,3440,TRUE,3,6.89999999999998,3,6.89999999999998
88417,437682,869,483934,464287,726,726,124,0.04978414392626,858.36664,"shot",0,"evenStrength",5,"successful",1,"D",-2,5,"slot",70.2077178955078,12.8235282897949,3440,TRUE,4,12.46664,1,5.56664000000001
88417,437682,869,945229,464287,726,726,126,0.003835732957639,864.13336,"shot",0,"evenStrength",5,"failed",1,"F",-2,5,"outsideblocked",46.0665435791016,4.77647018432617,3442,TRUE,2,4.10005999999998,2,4.10005999999998
88417,437682,869,136318,464287,726,726,127,0.02047398583169,870.3,"shot",0,"evenStrength",5,"failed",1,"F",-2,5,"slotblocked",76.2430114746094,-14.3352947235107,3442,TRUE,4,10.2666999999999,2,6.16663999999992
88417,464287,726,535114,437682,869,869,136,0.002657764271815,937.76666,"shot",1,"evenStrength",5,"failed",1,"D",2,5,"outsideblocked",32.8952178955078,38.4764709472656,3449,TRUE,5,24.90002,5,24.90002
88417,437682,869,94618,464287,726,726,137,0.259473406658021,944.4,"shot",0,"evenStrength",5,"failed",1,"F",-2,5,"slot",67.1961822509766,9.80588150024414,3450,TRUE,1,2.89999999999998,1,2.89999999999998
88417,464287,726,314962,437682,869,869,141,0.041101648893888,984.23334,"shot",1,"evenStrength",5,"successful",1,"D",2,5,"slot",66.0832214355469,-8.79999923706055,3451,TRUE,8,32.66669,8,32.66669
88417,464287,726,200656,437682,869,869,143,0.037546453995543,987.1667,"shot",1,"evenStrength",5,"successful",1,"F",2,5,"outside",87.2067565917969,6.28823471069336,3453,TRUE,0,0.80006000000003,0,0.80006000000003
88417,437682,869,849271,464287,726,726,152,0.125241289529742,1055.9,"shot",0,"evenStrength",5,"successful",1,"F",-2,5,"slot",79.7636108398438,5.78235244750977,3460,TRUE,2,2.93330000000014,2,2.93330000000014
88417,437682,869,789837,464287,726,726,154,0.002639461964445,1085.9667,"shot",0,"evenStrength",5,"failed",1,"D",-2,5,"outside",31.4873657226562,-13.8323535919189,3460,TRUE,6,33,4,30.0666999999999
88417,437682,869,849271,464287,726,726,155,0.047447844521981,1088.6333,"shot",0,"evenStrength",5,"successful",1,"F",-2,5,"outside",84.7991333007812,10.3088226318359,3460,TRUE,6,35.6666,0,2.66660000000002
88417,437682,869,94618,464287,726,726,163,0.005752289242762,1136.1333,"shot",0,"evenStrength",5,"failed",1,"F",-2,5,"outsideblocked",49.0841979980469,-0.252941131591797,3464,TRUE,1,1.03330000000005,1,1.03330000000005
88417,437682,869,484249,464287,726,726,164,0.001639928281325,1142.5,"shot",0,"evenStrength",5,"failed",1,"D",-2,5,"outsideblocked",31.9903106689453,-0.252941131591797,3464,TRUE,1,7.40000000000009,0,6.36670000000004
88417,437682,869,903094,464287,726,726,165,0.00185730182614,1146.6,"shot",0,"evenStrength",5,"successful",1,"D",-2,5,"outside",40.5402984619141,-36.4647064208984,3464,TRUE,3,11.5,2,4.09999999999991
88417,437682,869,484249,464287,726,726,168,0.003177143942317,1174.5667,"shot",0,"evenStrength",5,"failed",1,"D",-2,5,"outsideblocked",49.5932464599609,-23.8911762237549,3466,TRUE,3,11.7667000000001,3,11.7667000000001
88417,464287,726,279026,437682,869,869,179,0.126124827677021,1245.3334,"shot",1,"evenStrength",5,"successful",2,"F",2,5,"slot",71.716552734375,-1.25882339477539,3475,TRUE,1,5.13339999999994,1,5.13339999999994
88417,437682,869,856671,464287,726,726,183,0.002149655238611,1271.8,"shot",0,"evenStrength",5,"failed",2,"D",-2,5,"outsideblocked",45.9655799865723,-37.970588684082,3476,TRUE,7,23.2,7,23.2
88417,437682,869,277980,464287,726,726,189,0.035842275168717,1307.7333,"shot",0,"evenStrength",5,"failed",2,"F",-2,5,"slot",66.5861663818359,-2.76470565795898,3482,TRUE,6,10.6333000000002,6,10.6333000000002
88417,437682,869,728200,464287,726,726,192,0.036926531152193,1320.2333,"shot",0,"evenStrength",5,"failed",2,"F",-2,5,"slot",64.0775680541992,11.8205871582031,3484,TRUE,1,3.76660000000015,1,3.76660000000015
88417,437682,869,825511,464287,726,726,200,0.010888960442403,1380.5333,"shot",0,"evenStrength",5,"failed",2,"F",-2,5,"outsideblocked",50.4920501708984,-1.25588226318359,3486,TRUE,4,15.5,4,15.5
88417,437682,869,856671,464287,726,726,201,0.002508710740953,1386.9667,"shot",0,"evenStrength",5,"failed",2,"D",-2,5,"outsideblocked",32.8891067504883,-38.4735260009766,3486,TRUE,7,21.9333999999999,3,6.43339999999989
88417,437682,869,856671,464287,726,726,202,0.001760532850801,1396.6,"shot",0,"evenStrength",5,"failed",2,"D",-2,5,"outsideblocked",28.3626403808594,19.3647060394287,3486,TRUE,8,31.5666999999999,1,9.63329999999996
88417,437682,869,771887,464287,726,726,204,0.127634236437155,1410.7,"shot",0,"powerPlay",4,"successful",2,"F",-2,5,"slot",81.6744003295898,-3.77058792114258,3486,TRUE,13,45.6667,5,14.1000000000001
88417,437682,869,771887,464287,726,726,204,0.365988072837691,1411.6,"shot",0,"powerPlay",4,"successful",2,"F",-2,5,"slot",85.6979293823242,-5.27941131591797,3486,TRUE,13,46.5666999999999,0,0.899999999999864
88417,437682,869,728200,464287,726,726,205,0.364659016519307,1419.7333,"shot",0,"powerPlay",4,"successful",2,"F",-2,5,"slot",73.6273422241211,-13.3264694213867,3486,TRUE,16,54.7,3,8.13330000000019
88417,437682,869,917054,464287,726,726,206,0.035782779358852,1438.7333,"shot",0,"powerPlay",4,"failed",2,"F",-2,5,"slotblocked",67.089111328125,14.3352947235107,3486,TRUE,22,73.7,6,19
88417,437682,869,945229,464287,726,726,212,0.049074482578531,1490.9333,"shot",0,"powerPlay",4,"failed",2,"F",-2,5,"slot",66.0832214355469,14.3352947235107,3492,TRUE,2,5.46659999999997,2,5.46659999999997
88417,437682,869,483934,464287,726,726,213,0.009609264548753,1499.3667,"shot",0,"powerPlay",4,"failed",2,"D",-2,5,"outsideblocked",42.9479331970215,3.27058792114258,3492,TRUE,5,13.9000000000001,3,8.43340000000012
88417,437682,869,856671,464287,726,726,219,0.017548650140352,1527.2333,"shot",0,"evenStrength",5,"successful",2,"D",-2,5,"slot",55.0185203552246,8.29999923706055,3496,TRUE,1,0.63330000000019,1,0.63330000000019
88417,437682,869,274549,464287,726,726,221,0.00533726972283,1538.7667,"shot",0,"evenStrength",5,"successful",2,"D",-1,5,"outside",69.6099243164062,-39.4794082641602,3496,TRUE,7,12.1667,6,11.5333999999998
88417,437682,869,274549,464287,726,726,223,0.002767294038482,1543.9333,"shot",0,"evenStrength",5,"failed",2,"D",-1,5,"outsideblocked",43.4569816589355,-10.3088226318359,3498,TRUE,0,0.366599999999835,0,0.366599999999835
88417,437682,869,335400,464287,726,726,224,0.051429794953483,1547.3,"shot",0,"evenStrength",5,"failed",2,"F",-1,5,"outside",78.1599273681641,-15.3382339477539,3498,TRUE,0,3.73329999999987,0,3.36670000000004
88417,437682,869,903094,464287,726,726,227,0.021505775136003,1573.2,"shot",0,"evenStrength",5,"successful",2,"D",-1,5,"outside",27.8596954345703,-32.438232421875,3500,TRUE,3,18.6000000000001,3,18.6000000000001
88417,464287,726,314962,437682,869,869,231,0.00293097449691,1589.8,"shot",1,"evenStrength",5,"successful",2,"D",1,5,"outside",27.4577255249023,-27.4117641448975,3503,TRUE,1,3.09999999999991,1,3.09999999999991
88417,437682,869,483934,464287,726,726,243,0.001473848177567,1683.3334,"shot",0,"evenStrength",5,"failed",2,"D",-1,5,"outsideblocked",32.3922729492187,37.470588684082,3512,TRUE,4,8.10009999999988,4,8.10009999999988
88417,437682,869,483934,464287,726,726,270,0.038141344363232,1868.3,"shot",0,"evenStrength",5,"failed",2,"D",-1,5,"slotblocked",64.5805130004883,6.28823471069336,3528,TRUE,5,17.6333999999999,5,17.6333999999999
88417,437682,869,728200,464287,726,726,276,0.207697955553137,1897.8667,"shot",0,"evenStrength",5,"failed",2,"F",-1,5,"slotblocked",76.6511001586914,-4.77647018432617,3532,TRUE,2,6.56670000000008,2,6.56670000000008
88417,464287,726,200656,437682,869,869,279,0.063104634698299,1906.2,"shot",1,"evenStrength",5,"successful",2,"F",1,5,"slot",61.6638336181641,-3.27058792114258,3533,TRUE,2,5.36660000000006,2,5.36660000000006
88417,437682,869,277980,464287,726,726,281,0.097523781186389,1914.9,"shot",0,"evenStrength",5,"failed",2,"F",-1,5,"slot",80.1716918945312,4.77941131591797,3534,TRUE,0,6.56660000000011,0,6.56660000000011
88417,464287,726,813775,437682,869,869,283,0.002541867343056,1928.7333,"shot",1,"evenStrength",5,"failed",2,"D",1,5,"outsideblocked",40.03125,-32.4411773681641,3535,TRUE,3,11.7333000000001,3,11.7333000000001
88417,437682,869,274549,464287,726,726,293,0.002382312847896,1976.6,"shot",0,"evenStrength",5,"failed",2,"D",-1,5,"outsideblocked",30.3744049072266,-35.9588241577148,3542,TRUE,1,3.53329999999983,1,3.53329999999983
88417,464287,726,200656,437682,869,869,301,0.168385901805116,2039.7667,"shot",1,"shortHanded",5,"successful",2,"F",2,4,"slot",86.8108978271484,5.27941131591797,3545,TRUE,2,15.3999999999999,2,15.3999999999999
88417,437682,869,277980,464287,726,726,311,0.085911291813986,2095.6667,"shot",0,"powerPlay",4,"failed",2,"F",-2,5,"slot",81.1775741577148,8.29999923706055,3554,TRUE,3,8.36670000000004,3,8.36670000000004
88417,437682,869,277980,464287,726,726,313,0.055068208439994,2109.9,"shot",0,"powerPlay",4,"successful",2,"F",-2,5,"slot",66.5861663818359,3.27058792114258,3556,TRUE,3,7.86660000000029,3,7.86660000000029
88417,437682,869,484249,464287,726,726,314,0.087494001775609,2122.1667,"shot",0,"powerPlay",4,"successful",2,"D",-2,5,"outside",38.9244041442871,9.30588150024414,3556,TRUE,8,20.1333000000004,5,12.2667000000001
88417,464287,726,445679,437682,869,869,325,0.001691432403527,2210.1667,"shot",1,"powerPlay",4,"successful",2,"D",2,5,"outside",34.5050048828125,30.9294128417969,3563,TRUE,5,13.2334000000001,5,13.2334000000001
88417,437682,869,903094,464287,726,726,339,0.044617291720695,2344.6333,"shot",0,"powerPlay",4,"successful",2,"D",-2,5,"outside",30.3744049072266,-3.77058792114258,3574,TRUE,7,31.3000000000002,7,31.3000000000002
88417,437682,869,484249,464287,726,726,340,0.011966518396117,2352.4333,"shot",0,"powerPlay",4,"failed",2,"D",-2,5,"slotblocked",57.0302848815918,-17.3499984741211,3574,TRUE,9,39.1000000000004,2,7.80000000000018
88417,437682,869,945229,464287,726,726,344,0.00600732012936,2394.8,"shot",0,"powerPlay",4,"failed",2,"F",-2,5,"slotblocked",56.0244026184082,22.3823528289795,3576,TRUE,11,33.6667000000002,11,33.6667000000002
88417,464287,726,533190,437682,869,869,352,0.072099687076686,2441.3667,"shot",1,"evenStrength",5,"failed",3,"F",2,5,"slot",76.6511001586914,0.755882263183594,3579,TRUE,3,9.03340000000026,3,9.03340000000026
88417,437682,869,136318,464287,726,726,354,0.061000637087451,2460.8,"shot",0,"evenStrength",5,"successful",3,"F",-2,5,"slot",68.2020721435547,1.75882339477539,3580,TRUE,5,14.6333,5,14.6333
88417,437682,869,856671,464287,726,726,355,0.005272019918753,2464.6333,"shot",0,"evenStrength",5,"failed",3,"D",-2,5,"outsideblocked",45.5697174072266,-16.8500003814697,3580,TRUE,6,18.4665999999997,1,3.83329999999978
88417,464287,726,696768,437682,869,869,356,0.011789191308579,2471.0334,"shot",1,"evenStrength",5,"successful",3,"F",2,5,"outside",50.9949913024902,-5.78235244750977,3581,TRUE,1,5.63339999999971,1,5.63339999999971
88417,464287,726,654147,437682,869,869,357,0.003156946366885,2475.3333,"shot",1,"evenStrength",5,"failed",3,"D",2,5,"outsideblocked",35.4038162231445,-24.8941192626953,3581,TRUE,2,9.93329999999969,1,4.29989999999998
88417,464287,726,200656,437682,869,869,358,0.004503244945749,2477.9,"shot",1,"evenStrength",5,"failed",3,"F",2,5,"outsideblocked",70.6096954345703,-36.9647064208984,3581,TRUE,2,12.5,0,2.56670000000031
88417,437682,869,335400,464287,726,726,372,0.002219382901141,2567.9,"shot",0,"evenStrength",5,"failed",3,"F",-2,5,"outsideblocked",50.0900726318359,34.5058822631836,3590,TRUE,1,4.33330000000024,1,4.33330000000024
88417,464287,726,609414,437682,869,869,380,0.106559542297755,2626.6,"shot",1,"evenStrength",5,"failed",3,"F",2,5,"slot",81.1775741577148,-5.78235244750977,3597,TRUE,4,16.1666999999998,4,16.1666999999998
88417,464287,726,200656,437682,869,869,384,0.090432643526967,2670.0667,"shot",1,"evenStrength",5,"successful",3,"F",2,5,"slot",82.1773452758789,1.25882339477539,3599,TRUE,4,33,4,33
88417,464287,726,996462,437682,869,869,388,0.005726395592851,2692.9333,"shot",1,"evenStrength",5,"failed",3,"F",3,5,"outsideblocked",60.5508728027344,-34.4499969482422,3603,TRUE,2,8.23330000000033,2,8.23330000000033
88417,437682,869,277980,464287,726,726,391,0.073819484055553,2722.4,"shot",0,"evenStrength",5,"successful",3,"F",-3,5,"slot",82.2783050537109,-7.79705810546875,3604,TRUE,2,8.33330000000024,2,8.33330000000024
88417,437682,869,94618,464287,726,726,416,0.03025059075015,2888.9,"shot",0,"evenStrength",5,"failed",3,"F",-3,5,"slotblocked",69.2018432617188,-15.7882347106934,3620,TRUE,1,1.59999999999991,1,1.59999999999991
88417,437682,869,483934,464287,726,726,418,0.002280190462441,2904.4333,"shot",0,"evenStrength",5,"failed",3,"D",-3,5,"outsideblocked",38.0194854736328,30.9852981567383,3620,TRUE,4,17.1333,3,15.5333000000001
88417,464287,726,533190,437682,869,869,422,0.006612934165338,2943.0334,"shot",1,"evenStrength",5,"successful",3,"F",3,5,"outside",24.34521484375,-26.4029388427734,3623,TRUE,0,1.36669999999958,0,1.36669999999958
88417,437682,869,483934,464287,726,726,428,0.001780522666034,2973.0667,"shot",0,"evenStrength",5,"successful",3,"D",-3,5,"outside",52.1079559326172,-38.4764709472656,3626,TRUE,0,1.39999999999964,0,1.39999999999964
88417,437682,869,849271,464287,726,726,429,0.007985047473813,2977.8,"shot",0,"evenStrength",5,"failed",3,"F",-3,5,"outsideblocked",67.6991271972656,-31.4352931976318,3626,TRUE,0,6.13329999999996,0,4.73330000000033
88417,437682,869,903094,464287,726,726,432,0.002976577322188,3000.5667,"shot",0,"evenStrength",5,"failed",3,"D",-3,5,"outside",37.5226593017578,14.3323516845703,3628,TRUE,3,12.1666999999998,3,12.1666999999998
88417,464287,726,548693,437682,869,869,440,0.002398823663176,3052.5,"shot",1,"evenStrength",5,"failed",3,"D",3,5,"outsideblocked",39.4273452758789,-33.9470596313477,3633,TRUE,1,1,1,1
88417,464287,726,548693,437682,869,869,442,0.002947546077688,3066.5334,"shot",1,"evenStrength",5,"failed",3,"D",3,5,"outsideblocked",41.4391098022461,-14.8352928161621,3635,TRUE,1,2.20010000000002,1,2.20010000000002
88417,464287,726,533190,437682,869,869,464,0.276664641996358,3177.2,"shot",1,"evenStrength",5,"successful",3,"F",3,5,"slot",78.6628646850586,6.28823471069336,3651,TRUE,1,0.933399999999892,1,0.933399999999892
88417,437682,869,769883,464287,726,726,476,0.049002914338655,3234.6,"shot",0,"evenStrength",5,"failed",3,"F",-3,5,"slot",75.2432403564453,15.3382339477539,3660,TRUE,2,8.19999999999982,2,8.19999999999982
88417,437682,869,484249,464287,726,726,480,0.001733719653657,3272.1333,"shot",0,"evenStrength",5,"failed",3,"D",-3,5,"outsideblocked",41.0371398925781,39.9823532104492,3662,TRUE,4,16.8667,4,16.8667
88417,437682,869,136318,464287,726,726,485,0.036803498696609,3337.3667,"shot",0,"evenStrength",5,"successful",3,"F",-3,5,"outside",31.9903106689453,5.78235244750977,3664,TRUE,6,49.1333,6,49.1333
88417,464287,726,279026,437682,869,869,490,0.045541092958223,3364.4,"shot",1,"evenStrength",5,"failed",3,"F",3,5,"slot",80.6685180664062,8.29999923706055,3667,TRUE,0,1.23329999999987,0,1.23329999999987
88417,437682,869,483934,464287,726,726,493,0.00199106425902,3379.1,"shot",0,"evenStrength",5,"successful",3,"D",-3,5,"outside",37.0197143554687,21.8764724731445,3668,TRUE,1,2.96669999999995,1,2.96669999999995
88417,437682,869,335400,464287,726,726,494,0.019231511825965,3386.0667,"shot",0,"evenStrength",5,"failed",3,"F",-3,5,"outside",72.2256011962891,-21.3764705657959,3668,TRUE,4,9.93339999999989,3,6.96669999999995
88417,464287,726,200656,437682,869,869,496,0.002273851872504,3394.1,"shot",1,"evenStrength",5,"successful",3,"F",3,5,"outside",13.77734375,-13.3264694213867,3669,TRUE,1,4,1,4
88417,464287,726,548693,437682,869,869,497,0.002294759517587,3398.4,"shot",1,"evenStrength",5,"failed",3,"D",3,5,"outside",35.9067535400391,-20.8705902099609,3669,TRUE,1,8.30000000000018,0,4.30000000000018
88417,437682,869,136318,464287,726,726,509,0.039051493315066,3476.1667,"shot",0,"evenStrength",5,"failed",3,"F",-3,5,"slot",67.6991271972656,6.78823471069336,3674,TRUE,7,34.7334000000001,7,34.7334000000001
88417,437682,869,789837,464287,726,726,512,0.002902461108256,3492.2666,"shot",0,"evenStrength",5,"failed",3,"D",-3,5,"outsideblocked",34.5050048828125,14.3323516845703,3676,TRUE,1,5.5,1,5.5
88417,464287,726,279026,437682,869,869,515,0.015707005371484,3529.2334,"shot",1,"evenStrength",5,"failed",3,"F",3,5,"outsideblocked",48.983226776123,2.26470565795898,3679,TRUE,4,18.5334000000003,4,18.5334000000003
88417,437682,869,856671,464287,726,726,520,0.004456357559612,3556.9666,"shot",0,"evenStrength",5,"failed",3,"D",-3,5,"outside",34.0020751953125,-22.3823528289795,3682,TRUE,2,5.56660000000011,2,5.56660000000011
88417,437682,869,364910,464287,726,726,521,0.026045960903602,3563.0334,"shot",0,"evenStrength",5,"failed",3,"D",-3,5,"outsideblocked",80.2726593017578,22.8823547363281,3682,TRUE,4,11.6333999999997,2,6.0667999999996
88417,437682,869,856671,464287,726,726,522,0.001670970308714,3566.4,"shot",0,"evenStrength",5,"failed",3,"D",-3,5,"outsideblocked",38.5285339355469,-40.4882354736328,3682,TRUE,4,15,0,3.36660000000029
88417,464287,726,696768,437682,869,869,523,0.062244311912326,3587.4666,"shot",1,"evenStrength",5,"successful",3,"F",3,5,"outside",73.1244049072266,-21.8764724731445,3683,TRUE,6,17.3333000000002,6,17.3333000000002
88417,437682,869,825511,464287,726,726,524,0.02100260344735,3597.6,"shot",0,"evenStrength",5,"successful",3,"F",-3,5,"outside",65.1783142089844,-23.3323516845703,3684,TRUE,2,8.86659999999983,2,8.86659999999983
60266,172367,814,304806,509158,686,686,2,0.001732676741253,13.366667,"shot",1,"evenStrength",5,"failed",1,"D",0,5,"outsideblocked",36.0138397216797,35.4558792114258,3688,TRUE,3,5.633334,3,5.633334
60266,172367,814,891983,509158,686,686,14,0.001828109840271,79.86667,"shot",1,"evenStrength",5,"failed",1,"D",0,5,"outside",33.4912719726562,38.9823608398437,3698,TRUE,2,7.933336,2,7.933336
60266,172367,814,855173,509158,686,686,15,0.041644161617724,82.46667,"shot",1,"evenStrength",5,"failed",1,"F",0,5,"outside",94.3471527099609,-18.8558712005615,3698,TRUE,2,10.533336,0,2.59999999999999
60266,172367,814,191930,509158,686,686,40,0.348863056047128,245.83333,"shot",1,"evenStrength",5,"successful",1,"F",0,5,"slot",79.7618560791016,8.80589294433594,3718,TRUE,4,13.33333,4,13.33333
60266,509158,686,489917,172367,814,814,41,0.017560133402011,264.63333,"shot",0,"evenStrength",5,"failed",1,"F",0,5,"slotblocked",64.0714645385742,18.8617649078369,3719,TRUE,6,17.53333,6,17.53333
60266,172367,814,79286,509158,686,686,42,0.00919815449934,271.4,"shot",1,"evenStrength",5,"failed",1,"F",0,5,"outside",50.0883178710938,3.77648162841797,3720,TRUE,0,5.13333999999998,0,5.13333999999998
60266,172367,814,891983,509158,686,686,44,0.001596066613592,276.5,"shot",1,"evenStrength",5,"successful",1,"D",0,5,"outside",34.4971466064453,38.9823608398437,3722,TRUE,0,0.766660000000002,0,0.766660000000002
