"gameid","teaminpossession","possession_id","eventname","outcome","pass_count","passes_between_shots","time_since_possession","time_since_shot"
86152,503,15659,"shot","failed",6,1,22.8,4.79999999999995
86152,503,15663,"shot","successful",0,0,5.51999999999998,5.51999999999998
86152,503,15667,"shot","failed",2,2,2.80000000000018,2.80000000000018
86152,503,15667,"shot","failed",3,1,19.5600000000002,16.76
86152,503,15669,"shot","failed",3,3,10.2399999999998,10.2399999999998
86152,686,15676,"shot","successful",3,3,18.1200000000001,18.1200000000001
86152,686,15682,"shot","failed",1,1,4.40000000000009,4.40000000000009
86152,503,15687,"shot","failed",3,3,14.04,14.04
86152,503,15689,"shot","successful",11,11,39.5999999999999,39.5999999999999
86152,503,15693,"shot","failed",3,3,8.51999999999998,8.51999999999998
86152,686,15694,"shot","failed",3,3,5.75999999999999,5.75999999999999
86152,686,15694,"shot","failed",11,8,26.24,20.48
86152,686,15696,"shot","failed",1,1,4.48000000000002,4.48000000000002
86152,686,15698,"shot","successful",0,0,2.12000000000012,2.12000000000012
86152,686,15698,"shot","failed",0,0,4.31999999999994,2.19999999999982
86152,503,15699,"shot","failed",1,1,12.6000000000001,12.6000000000001
86152,503,15707,"shot","successful",0,0,4.83999999999992,4.83999999999992
86152,686,15718,"shot","failed",1,1,7.04000000000019,7.04000000000019
86152,686,15720,"shot","successful",4,4,27.5599999999999,27.5599999999999
86152,686,15720,"shot","successful",4,0,30.04,2.48000000000002
86152,686,15722,"shot","failed",1,1,2.07999999999993,2.07999999999993
86152,503,15729,"shot","failed",1,1,1.87999999999988,1.87999999999988
86152,503,15729,"shot","failed",1,0,3.31999999999994,1.44000000000005
86152,503,15731,"shot","successful",0,0,2.2800000000002,2.2800000000002
86152,503,15731,"shot","failed",3,3,17.4400000000001,15.1599999999999
86152,686,15732,"shot","failed",2,2,7.75999999999999,7.75999999999999
86152,503,15733,"shot","failed",5,5,9.68000000000006,9.68000000000006
86152,503,15741,"shot","successful",0,0,2.27999999999997,2.27999999999997
86152,503,15741,"shot","failed",1,1,13.76,11.48
86152,686,15748,"shot","failed",5,5,11.5999999999999,11.5999999999999
86152,686,15748,"shot","successful",7,2,20.4400000000001,8.84000000000015
86152,686,15748,"shot","failed",7,0,24.2800000000002,3.84000000000015
86152,503,15749,"shot","failed",2,2,4.40000000000009,4.40000000000009
86152,503,15753,"shot","failed",6,6,23.9200000000001,23.9200000000001
86152,503,15757,"shot","failed",0,0,3.76000000000022,3.76000000000022
86152,686,15758,"shot","failed",2,2,5.72000000000025,5.72000000000025
86152,686,15762,"shot","successful",10,10,34.5999999999999,34.5999999999999
86152,503,15767,"shot","failed",1,1,13.3599999999997,13.3599999999997
86152,686,15768,"shot","failed",9,9,32.6400000000003,32.6400000000003
86152,686,15768,"shot","successful",18,9,60.7200000000003,28.0799999999999
86152,686,15774,"shot","failed",3,3,14.4400000000001,14.4400000000001
86152,686,15774,"shot","successful",5,2,21.04,6.59999999999991
86152,503,15779,"shot","failed",1,1,0.880000000000109,0.880000000000109
86152,503,15779,"shot","failed",4,3,14.1599999999999,13.2799999999997
86152,686,15784,"shot","successful",0,0,0,0
86152,503,15789,"shot","failed",2,2,7.40000000000009,7.40000000000009
86152,686,15794,"shot","failed",2,2,20.6400000000003,20.6400000000003
86152,686,15796,"shot","failed",3,3,9.67999999999984,9.67999999999984
86152,503,15797,"shot","successful",1,1,5.87999999999965,5.87999999999965
86152,503,15797,"shot","successful",1,0,6.87999999999965,1
86152,686,15800,"shot","failed",4,4,11.7199999999998,11.7199999999998
86152,686,15800,"shot","successful",8,4,24.3999999999996,12.6799999999998
86152,686,15804,"shot","successful",2,2,12.8000000000002,12.8000000000002
86152,686,15804,"shot","failed",2,0,14.7600000000002,1.96000000000004
86152,686,15804,"shot","successful",2,0,15.8400000000001,1.07999999999993
86152,686,15804,"shot","failed",5,3,26.96,11.1199999999999
86152,503,15805,"shot","successful",1,1,4.51999999999998,4.51999999999998
86152,503,15809,"shot","failed",7,7,27.6799999999998,27.6799999999998
86152,503,15811,"shot","failed",4,4,13.3600000000001,13.3600000000001
86152,686,15814,"shot","failed",1,1,3.36000000000013,3.36000000000013
86152,686,15816,"shot","successful",5,5,21.4400000000001,21.4400000000001
86152,503,15819,"shot","failed",1,1,5.11999999999989,5.11999999999989
86152,503,15819,"shot","successful",3,2,21.5999999999999,16.48
86152,686,15824,"shot","failed",2,2,10.2399999999998,10.2399999999998
86152,686,15828,"shot","successful",3,3,11.6799999999998,11.6799999999998
86152,503,15829,"shot","failed",6,6,18,18
86152,686,15832,"shot","successful",7,7,33.1600000000003,33.1600000000003
86152,686,15832,"shot","successful",16,9,67.4400000000001,34.2799999999997
86152,686,15836,"shot","failed",3,3,12.2000000000003,12.2000000000003
86152,686,15840,"shot","successful",4,4,16.04,16.04
86152,686,15840,"shot","failed",4,0,19.3600000000001,3.32000000000016
86152,686,15846,"shot","failed",10,10,42.3600000000001,42.3600000000001
86152,686,15846,"shot","failed",13,3,54.52,12.1599999999999
86152,686,15850,"shot","failed",5,5,11.52,11.52
86152,686,15862,"shot","successful",2,2,4.60000000000036,4.60000000000036
86152,686,15862,"shot","failed",2,0,8.44000000000005,3.83999999999969
69114,628,15873,"shot","successful",2,2,7.36000000000001,7.36000000000001
69114,628,15881,"shot","failed",6,6,10.52,10.52
69114,628,15885,"shot","successful",5,5,15.68,15.68
69114,628,15885,"shot","successful",5,0,16.96,1.28
69114,628,15885,"shot","failed",7,2,21.96,5
69114,628,15885,"shot","successful",9,2,35.4,13.44
69114,628,15887,"shot","failed",0,0,3.40000000000001,3.40000000000001
69114,628,15887,"shot","successful",1,1,7.75999999999999,4.35999999999999
69114,628,15887,"shot","successful",4,3,16.48,8.72
69114,628,15891,"shot","successful",5,5,22.28,22.28
69114,628,15893,"shot","failed",2,2,3.28000000000003,3.28000000000003
69114,628,15905,"shot","successful",7,7,16.2,16.2
69114,628,15907,"shot","failed",4,4,7.07999999999998,7.07999999999998
69114,628,15919,"shot","successful",3,3,7.04000000000008,7.04000000000008
69114,795,15926,"shot","failed",1,1,3.39999999999998,3.39999999999998
69114,795,15928,"shot","failed",5,5,17.4400000000001,17.4400000000001
69114,795,15928,"shot","successful",7,2,21.8000000000001,4.36000000000001
69114,795,15930,"shot","successful",1,1,1.75999999999999,1.75999999999999
69114,795,15936,"shot","successful",2,2,5.27999999999997,5.27999999999997
69114,628,15941,"shot","failed",13,13,36.48,36.48
69114,628,15941,"shot","failed",15,2,46.1600000000001,9.68000000000006
69114,628,15941,"shot","failed",20,5,62.72,16.5599999999999
69114,795,15944,"shot","failed",2,2,6.88,6.88
69114,795,15950,"shot","failed",6,6,16.9599999999999,16.9599999999999
69114,628,15961,"shot","successful",2,2,4.55999999999995,4.55999999999995
69114,628,15965,"shot","failed",6,6,34,34
69114,628,15971,"shot","successful",3,3,5.40000000000009,5.40000000000009
69114,795,15974,"shot","failed",3,3,7.96000000000004,7.96000000000004
69114,795,15974,"shot","successful",5,2,18.24,10.28
69114,795,15986,"shot","failed",3,3,7.55999999999995,7.55999999999995
69114,628,15987,"shot","failed",2,2,9.79999999999995,9.79999999999995
69114,795,15994,"shot","successful",3,3,19.3199999999999,19.3199999999999
69114,795,15994,"shot","failed",3,0,20.52,1.20000000000005
69114,628,15995,"shot","failed",5,5,13.8400000000001,13.8400000000001
69114,628,15997,"shot","failed",3,3,7.07999999999993,7.07999999999993
69114,628,16001,"shot","successful",2,2,8.67999999999984,8.67999999999984
69114,628,16003,"shot","successful",5,5,10.28,10.28
69114,628,16003,"shot","failed",5,0,13.8399999999999,3.55999999999995
69114,628,16003,"shot","failed",6,1,19.8399999999999,6
69114,628,16003,"shot","failed",10,4,39.8799999999999,20.04
69114,628,16003,"shot","failed",13,3,48,8.12000000000012
69114,628,16003,"shot","failed",18,5,72.8799999999999,24.8799999999999
69114,628,16003,"shot","successful",19,1,78,5.12000000000012
69114,628,16007,"shot","successful",2,2,7.79999999999995,7.79999999999995
69114,628,16007,"shot","failed",4,2,12.76,4.96000000000004
69114,795,16014,"shot","successful",2,2,8.20000000000005,8.20000000000005
69114,795,16016,"shot","successful",10,10,26.3200000000002,26.3200000000002
69114,795,16020,"shot","successful",8,8,17.6000000000001,17.6000000000001
69114,795,16020,"shot","successful",9,1,20.72,3.11999999999989
69114,795,16036,"shot","successful",2,2,4.75999999999999,4.75999999999999
69114,628,16045,"shot","failed",1,1,4.24000000000001,4.24000000000001
69114,628,16045,"shot","failed",2,1,17.24,13
69114,795,16048,"shot","successful",2,2,8.27999999999997,8.27999999999997
69114,795,16050,"shot","successful",2,2,3.96000000000004,3.96000000000004
69114,795,16054,"shot","successful",2,2,1.79999999999995,1.79999999999995
69114,795,16054,"shot","failed",4,2,6,4.20000000000005
69114,795,16058,"shot","successful",8,8,35.1600000000003,35.1600000000003
69114,795,16058,"shot","failed",21,13,60.7200000000003,25.5599999999999
69114,795,16058,"shot","failed",26,5,71.1600000000003,10.4400000000001
69114,795,16058,"shot","failed",27,1,76.1200000000003,4.96000000000004
69114,628,16079,"shot","failed",0,0,0.359999999999673,0.359999999999673
69114,628,16079,"shot","failed",2,2,7.51999999999998,7.16000000000031
69114,628,16079,"shot","failed",4,2,17.5599999999999,10.04
69114,628,16079,"shot","failed",8,4,31.5999999999999,14.04
69114,628,16081,"shot","successful",1,1,4.03999999999996,4.03999999999996
69114,628,16081,"shot","failed",1,0,8.80000000000018,4.76000000000022
69114,628,16081,"shot","successful",1,0,10.2800000000002,1.48000000000002
69114,628,16081,"shot","failed",4,3,17.4400000000001,7.15999999999985
69114,795,16084,"shot","successful",2,2,3.16000000000031,3.16000000000031
69114,628,16085,"shot","successful",3,3,14.5999999999999,14.5999999999999
69114,795,16088,"shot","successful",0,0,0,0
69114,628,16097,"shot","failed",2,2,12.7600000000002,12.7600000000002
69114,795,16102,"shot","failed",3,3,10.4000000000001,10.4000000000001
69114,795,16106,"shot","successful",1,1,1.11999999999989,1.11999999999989
69114,795,16106,"shot","successful",1,0,3.27999999999975,2.15999999999985
69114,795,16112,"shot","successful",1,1,4.32000000000016,4.32000000000016
69114,628,16117,"shot","failed",3,3,11,11
69114,628,16117,"shot","successful",3,0,12.1999999999998,1.19999999999982
69114,628,16117,"shot","failed",4,1,20.1999999999998,8
69114,795,16120,"shot","successful",0,0,2.52000000000044,2.52000000000044
69114,795,16122,"shot","failed",2,2,5.72000000000025,5.72000000000025
69114,795,16122,"shot","failed",4,2,14.0800000000004,8.36000000000013
69114,795,16126,"shot","successful",8,8,14.1599999999999,14.1599999999999
69114,628,16129,"shot","successful",1,1,11.04,11.04
69114,628,16135,"shot","failed",3,3,14.1999999999998,14.1999999999998
69114,628,16135,"shot","successful",16,13,47.6399999999999,33.4400000000001
69114,795,16138,"shot","failed",0,0,0.199999999999818,0.199999999999818
69114,628,16147,"shot","failed",3,3,14.8000000000002,14.8000000000002
69114,628,16151,"shot","failed",5,5,18.5599999999999,18.5599999999999
69114,795,16152,"shot","successful",1,1,7.36000000000013,7.36000000000013
69114,795,16154,"shot","successful",0,0,0.400000000000091,0.400000000000091
69114,795,16164,"shot","successful",1,1,7.7199999999998,7.7199999999998
69114,628,16169,"shot","successful",4,4,10.7999999999997,10.7999999999997
69114,628,16169,"shot","successful",6,2,19.7599999999998,8.96000000000004
69114,628,16171,"shot","successful",2,2,13.96,13.96
69114,628,16171,"shot","failed",5,3,29.04,15.0799999999999
69114,628,16179,"shot","failed",6,6,11.96,11.96
69114,628,16185,"shot","successful",1,1,2.35999999999967,2.35999999999967
69114,628,16185,"shot","failed",3,2,10.5599999999999,8.20000000000027
69114,628,16187,"shot","failed",5,5,12.5599999999999,12.5599999999999
69114,795,16190,"shot","successful",2,2,3.80000000000018,3.80000000000018
67326,503,16198,"shot","successful",1,1,1.48,1.48
67326,503,16198,"shot","successful",2,1,7.92,6.44
67326,792,16205,"shot","successful",5,5,13.56,13.56
67326,503,16206,"shot","successful",1,1,5.92000000000002,5.92000000000002
67326,792,16215,"shot","failed",4,4,9.95999999999998,9.95999999999998
67326,503,16222,"shot","successful",1,1,1.56,1.56
67326,503,16228,"shot","successful",2,2,3.56,3.56
67326,503,16228,"shot","successful",2,0,5.16000000000003,1.60000000000002
67326,503,16228,"shot","failed",7,5,15.12,9.95999999999998
67326,792,16231,"shot","successful",1,1,3.56,3.56
67326,503,16232,"shot","failed",7,7,23.72,23.72
67326,503,16232,"shot","successful",9,2,32.72,9
67326,503,16232,"shot","failed",14,5,41.48,8.75999999999999
67326,503,16234,"shot","failed",4,4,8.19999999999999,8.19999999999999
67326,503,16234,"shot","successful",5,1,17.12,8.92000000000002
67326,503,16234,"shot","failed",6,1,22.08,4.95999999999998
67326,792,16243,"shot","failed",4,4,16.64,16.64
67326,792,16243,"shot","successful",10,6,35.28,18.64
67326,792,16245,"shot","successful",1,1,2.96000000000004,2.96000000000004
67326,792,16245,"shot","failed",3,2,9.32000000000005,6.36000000000001
67326,792,16247,"shot","failed",4,4,18.96,18.96
67326,792,16247,"shot","failed",5,1,25.2800000000001,6.32000000000005
67326,503,16250,"shot","successful",2,2,9.39999999999998,9.39999999999998
67326,503,16258,"shot","failed",3,3,9.15999999999997,9.15999999999997
67326,503,16258,"shot","failed",4,1,17.6799999999999,8.51999999999998
67326,503,16258,"shot","successful",10,6,39.5999999999999,21.92
67326,792,16259,"shot","successful",8,8,24.4400000000001,24.4400000000001
67326,503,16264,"shot","failed",10,10,19.08,19.08
67326,792,16269,"shot","successful",9,9,34.96,34.96
67326,792,16271,"shot","successful",7,7,13.2,13.2
67326,503,16272,"shot","successful",7,7,19.88,19.88
67326,503,16274,"shot","successful",4,4,19.0800000000002,19.0800000000002
67326,503,16276,"shot","successful",4,4,8.31999999999994,8.31999999999994
67326,503,16276,"shot","failed",4,0,10.04,1.72000000000003
67326,503,16276,"shot","successful",7,3,18.8799999999999,8.83999999999992
67326,503,16276,"shot","successful",8,1,24.8399999999999,5.96000000000004
67326,503,16276,"shot","successful",11,3,29.8399999999999,5
67326,503,16278,"shot","successful",4,4,13.8399999999999,13.8399999999999
67326,792,16291,"shot","failed",7,7,16.0800000000002,16.0800000000002
67326,792,16293,"shot","failed",4,4,20.6799999999998,20.6799999999998
67326,503,16294,"shot","successful",6,6,16.48,16.48
67326,503,16294,"shot","successful",6,0,17.6400000000001,1.16000000000008
67326,503,16296,"shot","successful",4,4,13.8,13.8
67326,503,16302,"shot","successful",1,1,6.68000000000006,6.68000000000006
67326,503,16306,"shot","failed",1,1,1.40000000000009,1.40000000000009
67326,503,16308,"shot","failed",5,5,17.6799999999998,17.6799999999998
67326,503,16312,"shot","failed",3,3,7.72000000000003,7.72000000000003
67326,503,16312,"shot","failed",5,2,19.4399999999998,11.7199999999998
67326,503,16312,"shot","successful",5,0,21.1599999999999,1.72000000000003
67326,503,16312,"shot","failed",6,1,26,4.84000000000015
67326,503,16314,"shot","successful",7,7,35.52,35.52
67326,503,16316,"shot","failed",0,0,0.920000000000073,0.920000000000073
67326,503,16316,"shot","failed",10,10,32.2,31.28
67326,503,16316,"shot","successful",16,6,45.52,13.3199999999999
67326,792,16317,"shot","successful",0,0,0.960000000000036,0.960000000000036
67326,503,16318,"shot","successful",5,5,31.5599999999999,31.5599999999999
67326,503,16318,"shot","successful",9,4,37.1200000000001,5.56000000000017
67326,503,16320,"shot","successful",1,1,2.63999999999987,2.63999999999987
67326,503,16322,"shot","successful",6,6,22.3600000000001,22.3600000000001
67326,503,16324,"shot","successful",5,5,12.48,12.48
67326,503,16324,"shot","failed",6,1,22.3600000000001,9.88000000000011
67326,503,16326,"shot","successful",2,2,7.31999999999994,7.31999999999994
67326,503,16332,"shot","successful",3,3,10.6399999999999,10.6399999999999
67326,503,16332,"shot","successful",4,1,24.3199999999999,13.6800000000001
67326,792,16333,"shot","successful",1,1,5.51999999999998,5.51999999999998
67326,792,16335,"shot","successful",2,2,5.31999999999994,5.31999999999994
67326,503,16340,"shot","failed",2,2,8.03999999999996,8.03999999999996
67326,792,16341,"shot","failed",3,3,9.24000000000001,9.24000000000001
67326,792,16343,"shot","successful",2,2,4.24000000000001,4.24000000000001
67326,503,16346,"shot","successful",1,1,4.59999999999991,4.59999999999991
67326,792,16349,"shot","successful",3,3,9.36000000000013,9.36000000000013
67326,503,16352,"shot","successful",1,1,1.40000000000009,1.40000000000009
67326,503,16356,"shot","failed",3,3,7.40000000000009,7.40000000000009
67326,503,16356,"shot","failed",3,0,8.76000000000022,1.36000000000013
67326,503,16364,"shot","successful",2,2,9.04000000000042,9.04000000000042
67326,503,16364,"shot","successful",3,1,14.4000000000001,5.35999999999967
67326,503,16364,"shot","failed",6,3,27.4400000000001,13.04
67326,503,16364,"shot","successful",6,0,28.5600000000004,1.12000000000035
67326,503,16366,"shot","failed",6,6,16.52,16.52
67326,503,16368,"shot","successful",5,5,9.19999999999982,9.19999999999982
67326,503,16378,"shot","failed",2,2,8.51999999999998,8.51999999999998
67326,792,16379,"shot","successful",5,5,17.3200000000002,17.3200000000002
67326,792,16381,"shot","successful",3,3,7.51999999999998,7.51999999999998
67326,792,16385,"shot","failed",5,5,18.3600000000001,18.3600000000001
67326,503,16392,"shot","successful",0,0,0.679999999999836,0.679999999999836
67326,503,16392,"shot","failed",1,1,5.59999999999991,4.92000000000007
67326,792,16393,"shot","successful",2,2,6.84000000000015,6.84000000000015
67326,792,16395,"shot","successful",1,1,4.15999999999985,4.15999999999985
67326,503,16396,"shot","failed",6,6,7.80000000000018,7.80000000000018
67326,792,16399,"shot","failed",1,1,4.48000000000002,4.48000000000002
67326,792,16401,"shot","successful",3,3,14.3600000000001,14.3600000000001
67326,503,16408,"shot","successful",6,6,22.8800000000001,22.8800000000001
67326,503,16412,"shot","successful",0,0,1.96000000000004,1.96000000000004
67326,503,16414,"shot","successful",1,1,11.8800000000001,11.8800000000001
67326,503,16414,"shot","successful",10,9,47.8800000000001,36
67326,503,16420,"shot","successful",8,8,36.3600000000001,36.3600000000001
67326,792,16439,"shot","successful",2,2,15.6399999999999,15.6399999999999
67326,503,16450,"shot","successful",1,1,3.19999999999982,3.19999999999982
67326,503,16454,"shot","successful",1,1,7.07999999999993,7.07999999999993
67326,503,16456,"shot","successful",2,2,2.2800000000002,2.2800000000002
67326,503,16456,"shot","successful",2,0,3.76000000000022,1.48000000000002
67326,503,16460,"shot","failed",0,0,2.59999999999991,2.59999999999991
67326,792,16463,"shot","successful",1,1,5.96000000000004,5.96000000000004
67326,503,16468,"shot","failed",1,1,5.19999999999982,5.19999999999982
67326,503,16470,"shot","failed",2,2,0.760000000000218,0.760000000000218
67326,503,16478,"shot","successful",0,0,5.03999999999996,5.03999999999996
67326,792,16481,"shot","failed",5,5,24.6399999999999,24.6399999999999
67326,503,16488,"shot","failed",3,3,9.23999999999978,9.23999999999978
67557,795,16492,"shot","failed",1,1,7.44,7.44
67557,795,16508,"shot","successful",0,0,1.16,1.16
67557,795,16510,"shot","failed",1,1,2.51999999999998,2.51999999999998
67557,795,16510,"shot","successful",2,1,6.12,3.60000000000002
67557,855,16511,"shot","failed",2,2,17.12,17.12
67557,855,16511,"shot","failed",3,1,26.08,8.96000000000001
67557,795,16530,"shot","successful",0,0,7.83999999999997,7.83999999999997
67557,795,16530,"shot","failed",1,1,19.16,11.32
67557,795,16544,"shot","successful",2,2,6.83999999999997,6.83999999999997
67557,795,16546,"shot","successful",7,7,36.4,36.4
67557,855,16557,"shot","successful",3,3,7.7600000000001,7.7600000000001
67557,855,16561,"shot","successful",1,1,1.92000000000007,1.92000000000007
67557,855,16565,"shot","successful",1,1,4.27999999999997,4.27999999999997
67557,795,16572,"shot","successful",2,2,7.88,7.88
67557,795,16576,"shot","successful",11,11,29.9599999999999,29.9599999999999
67557,795,16580,"shot","failed",1,1,1.55999999999995,1.55999999999995
67557,795,16582,"shot","successful",1,1,2.32000000000005,2.32000000000005
67557,795,16582,"shot","failed",2,1,5.88,3.55999999999995
67557,795,16590,"shot","failed",1,1,5.51999999999998,5.51999999999998
67557,795,16590,"shot","successful",3,2,11.4,5.88
67557,855,16591,"shot","failed",3,3,10.12,10.12
67557,855,16597,"shot","successful",3,3,9.84000000000003,9.84000000000003
67557,855,16597,"shot","successful",6,3,27,17.16
67557,855,16599,"shot","failed",2,2,7.99999999999989,7.99999999999989
67557,795,16600,"shot","successful",5,5,20.0799999999999,20.0799999999999
67557,795,16614,"shot","successful",1,1,4.87999999999988,4.87999999999988
67557,795,16616,"shot","failed",5,5,16.3600000000001,16.3600000000001
67557,795,16618,"shot","successful",4,4,22.24,22.24
67557,795,16618,"shot","successful",4,0,23.6400000000001,1.40000000000009
67557,795,16630,"shot","successful",4,4,11.8800000000001,11.8800000000001
67557,795,16630,"shot","failed",6,2,18.5599999999999,6.67999999999984
67557,795,16632,"shot","failed",2,2,3,3
67557,795,16632,"shot","successful",4,2,7.56000000000017,4.56000000000017
67557,855,16635,"shot","failed",5,5,8.96000000000004,8.96000000000004
67557,855,16637,"shot","successful",3,3,6.79999999999995,6.79999999999995
67557,855,16639,"shot","successful",1,1,8.51999999999998,8.51999999999998
67557,855,16641,"shot","successful",3,3,16.5599999999999,16.5599999999999
67557,855,16641,"shot","successful",6,3,26.96,10.4000000000001
67557,795,16648,"shot","failed",5,5,17.6399999999999,17.6399999999999
67557,795,16648,"shot","failed",5,0,22.6799999999998,5.03999999999996
67557,795,16648,"shot","failed",7,2,30.6399999999999,7.96000000000004
67557,795,16652,"shot","successful",3,3,5.36000000000013,5.36000000000013
67557,795,16654,"shot","failed",4,4,14.2,14.2
67557,855,16655,"shot","failed",1,1,5.60000000000014,5.60000000000014
67557,855,16659,"shot","successful",2,2,4.07999999999993,4.07999999999993
67557,855,16659,"shot","successful",3,1,18.48,14.4000000000001
67557,795,16660,"shot","failed",1,1,6.48000000000002,6.48000000000002
67557,795,16662,"shot","successful",2,2,3.72000000000003,3.72000000000003
67557,855,16665,"shot","successful",2,2,3.20000000000005,3.20000000000005
67557,855,16665,"shot","failed",2,0,4.68000000000006,1.48000000000002
67557,855,16667,"shot","successful",4,4,11.4000000000001,11.4000000000001
67557,855,16669,"shot","failed",4,4,16.8399999999999,16.8399999999999
67557,855,16669,"shot","successful",11,7,34.5999999999999,17.76
67557,855,16671,"shot","successful",5,5,7.07999999999993,7.07999999999993
67557,855,16671,"shot","successful",15,10,33,25.9200000000001
67557,795,16680,"shot","failed",4,4,9.04000000000019,9.04000000000019
67557,855,16683,"shot","successful",1,1,3.08000000000015,3.08000000000015
67557,855,16685,"shot","successful",4,4,22.1600000000003,22.1600000000003
67557,795,16688,"shot","successful",5,5,13.96,13.96
67557,855,16689,"shot","successful",4,4,14.1999999999998,14.1999999999998
67557,855,16691,"shot","successful",2,2,4.40000000000009,4.40000000000009
67557,855,16691,"shot","successful",2,0,5.59999999999991,1.19999999999982
67557,855,16703,"shot","failed",2,2,7.44000000000005,7.44000000000005
67557,855,16703,"shot","failed",4,2,16.6800000000003,9.24000000000024
67557,855,16703,"shot","successful",7,3,25.1199999999999,8.4399999999996
67557,855,16705,"shot","successful",13,13,60.5599999999999,60.5599999999999
67557,855,16707,"shot","failed",1,1,3.12000000000035,3.12000000000035
67557,795,16724,"shot","failed",0,0,2.76000000000022,2.76000000000022
67557,795,16724,"shot","successful",0,0,8.51999999999998,5.75999999999976
67557,855,16733,"shot","successful",0,0,4.39999999999964,4.39999999999964
67557,795,16734,"shot","successful",1,1,6.63999999999987,6.63999999999987
67557,795,16734,"shot","failed",3,2,19.2400000000002,12.6000000000004
67557,855,16737,"shot","successful",4,4,11.1600000000003,11.1600000000003
67557,795,16738,"shot","successful",2,2,5.16000000000031,5.16000000000031
67557,855,16741,"shot","successful",1,1,10.9200000000001,10.9200000000001
67557,855,16747,"shot","failed",5,5,13.7200000000003,13.7200000000003
67557,795,16752,"shot","failed",6,6,17.4400000000001,17.4400000000001
67557,795,16752,"shot","successful",6,0,19.1199999999999,1.67999999999984
67557,795,16756,"shot","failed",1,1,2.04000000000042,2.04000000000042
67557,855,16763,"shot","failed",1,1,7.92000000000007,7.92000000000007
67557,795,16768,"shot","successful",5,5,12.5599999999999,12.5599999999999
67557,795,16768,"shot","failed",5,0,17.8000000000002,5.24000000000024
67557,795,16778,"shot","failed",1,1,2.83999999999969,2.83999999999969
67557,795,16778,"shot","successful",10,9,32.7199999999998,29.8800000000001
67557,795,16778,"shot","failed",10,0,39.1199999999999,6.40000000000009
67557,855,16785,"shot","failed",5,5,9.84000000000015,9.84000000000015
67557,855,16789,"shot","failed",2,2,12.48,12.48
67557,795,16792,"shot","failed",7,7,20.1600000000003,20.1600000000003
67557,855,16793,"shot","successful",3,3,15.0799999999999,15.0799999999999
67557,855,16797,"shot","failed",3,3,4,4
67557,855,16799,"shot","successful",4,4,10.5200000000004,10.5200000000004
67557,855,16803,"shot","successful",1,1,3.40000000000009,3.40000000000009
67557,855,16807,"shot","failed",3,3,8.79999999999973,8.79999999999973
67557,855,16815,"shot","failed",1,1,3.12000000000035,3.12000000000035
67557,855,16817,"shot","successful",3,3,9.96000000000004,9.96000000000004
67557,855,16817,"shot","failed",4,1,13.8399999999997,3.87999999999965
67557,795,16818,"shot","failed",1,1,6.92000000000007,6.92000000000007
67557,795,16818,"shot","failed",5,4,23.7199999999998,16.7999999999997
74479,686,16822,"shot","failed",1,1,2.12,2.12
74479,686,16828,"shot","failed",3,3,11.08,11.08
74479,686,16832,"shot","successful",2,2,2.60000000000001,2.60000000000001
74479,686,16836,"shot","successful",0,0,1.12,1.12
74479,686,16836,"shot","successful",0,0,1.88,0.759999999999991
74479,634,16839,"shot","failed",0,0,0.0400000000000205,0.0400000000000205
74479,634,16841,"shot","successful",0,0,2.16000000000003,2.16000000000003
74479,634,16841,"shot","failed",4,4,12.32,10.16
74479,634,16843,"shot","failed",7,7,15.64,15.64
74479,634,16843,"shot","failed",14,7,32.04,16.4
74479,634,16843,"shot","successful",27,13,66.92,34.88
74479,686,16846,"shot","failed",1,1,1.23999999999995,1.23999999999995
74479,686,16856,"shot","successful",0,0,4,4
74479,634,16859,"shot","successful",2,2,3.36000000000001,3.36000000000001
74479,634,16861,"shot","failed",5,5,16.64,16.64
74479,686,16874,"shot","successful",9,9,38.5600000000001,38.5600000000001
74479,686,16874,"shot","successful",11,2,46.72,8.15999999999997
74479,686,16874,"shot","successful",12,1,53.2,6.48000000000002
74479,686,16874,"shot","successful",17,5,70.52,17.3199999999999
74479,686,16874,"shot","failed",17,0,73.04,2.51999999999998
74479,686,16876,"shot","successful",4,4,5.56000000000006,5.56000000000006
74479,686,16876,"shot","failed",6,2,17.12,11.5599999999999
74479,686,16878,"shot","failed",1,1,4.27999999999997,4.27999999999997
74479,634,16881,"shot","failed",2,2,15.0400000000001,15.0400000000001
74479,634,16883,"shot","failed",7,7,21.28,21.28
74479,634,16885,"shot","successful",1,1,2.51999999999998,2.51999999999998
74479,634,16885,"shot","successful",5,4,19.92,17.4
74479,634,16885,"shot","successful",5,0,22.92,3
74479,634,16891,"shot","successful",4,4,8.2399999999999,8.2399999999999
74479,686,16894,"shot","failed",5,5,15.52,15.52
74479,686,16894,"shot","failed",5,0,16.5999999999999,1.07999999999993
74479,686,16894,"shot","successful",5,0,17.8,1.20000000000005
74479,686,16896,"shot","successful",3,3,12.8000000000001,12.8000000000001
74479,634,16903,"shot","failed",1,1,1.24000000000001,1.24000000000001
74479,686,16904,"shot","failed",1,1,3.75999999999999,3.75999999999999
74479,634,16905,"shot","failed",2,2,8.96000000000004,8.96000000000004
74479,634,16905,"shot","successful",2,0,9.44000000000005,0.480000000000018
74479,634,16907,"shot","successful",7,7,28.9599999999998,28.9599999999998
74479,686,16916,"shot","failed",9,9,25.0800000000002,25.0800000000002
